"Stock Symbol","Date","Open Price","Close Price","Current Price","Price Change Rate","Price Change","High Price","Low Price","Volume"
"000850",,"28650","N/A","28400","-0.53","150","28850","28350","9103"
"258050",,"426","N/A","431","-13.8","69","545","425","1596"
"217500",,"1901","N/A","1895","-0.79","15","1913","1893","22578"
"363250",,"9690","N/A","10240","5.13","500","10290","9600","49753"
"478110",,"2025","N/A","2020","0.0","0","2025","2010","15485"
"100220",,"5020","N/A","5050","0.6","30","5130","4950","25183"
"065370",,"4815","N/A","4800","0.42","20","4815","4715","3825"
"400760",,"3630","N/A","3600","0.0","0","3630","3570","61222"
"234080",,"11090","N/A","11120","0.45","50","11140","10980","16830"
"294140",,"4110","N/A","4045","0.87","35","4110","3990","32022"
"900270",,"405","N/A","380","-5.94","24","419","372","16509799"
"033780",,"110300","N/A","102200","-12.57","14700","110400","102100","360879"
"075180",,"3820","N/A","3885","1.7","65","3885","3820","1514"
"331660",,"17100","N/A","17100","0.0","0","17100","17100","0"
"077360",,"5050","N/A","5080","2.21","110","5100","4975","106441"
"036800",,"18960","N/A","18940","0.05","10","18960","18840","1382"
"011500",,"20950","N/A","20250","-3.57","750","21400","20200","713483"
"435870",,"2100","N/A","2105","0.0","0","2105","2100","424"
"397030",,"24150","N/A","24300","2.1","500","25700","23450","1565758"
"136660",,"598","N/A","546","-3.87","22","598","483","335"
"080520",,"3600","N/A","3600","0.56","20","3630","3560","6352"
"043590",,"749","N/A","745","-0.53","4","757","740","28984"
"024830",,"6420","N/A","6410","-0.62","40","6520","6380","887"
"021320",,"4370","N/A","4415","0.23","10","4415","4370","9917"
"363260",,"1720","N/A","1700","-1.56","27","1748","1700","49272"
"413600",,"2775","N/A","2850","1.79","50","2875","2715","77592"
"123330",,"18600","N/A","18260","-1.83","340","18600","17700","117555"
"054220",,"458","N/A","458","0.0","0","464","457","87077"
"900260",,"701","N/A","705","1.44","10","707","685","81586"
"055550",,"57600","N/A","57500","1.23","700","58000","56800","784607"
"149980",,"6730","N/A","6520","-3.12","210","6760","6500","148329"
"234070",,"1086","N/A","1245","14.64","159","1245","1086","2"
"348080",,"895","N/A","885","-1.12","10","904","880","110515"
"033790",,"8840","N/A","8700","-2.58","230","8870","8330","175905"
"010640",,"6640","N/A","6670","-0.15","10","6710","6600","13685"
"079550",,"243500","N/A","242500","1.04","2500","253000","240000","241494"
"036810",,"20550","N/A","20200","-0.74","150","20950","20100","115099"
"060900",,"1266","N/A","1243","-0.48","6","1266","1213","351091"
"110020",,"2600","N/A","2530","-1.75","45","2615","2400","57015"
"195870",,"29450","N/A","28850","-3.03","900","30050","28700","68343"
"080530",,"1650","N/A","1637","-0.55","9","1664","1636","20296"
"043100",,"2745","N/A","2665","-2.74","75","2760","2665","47599"
"001720",,"84700","N/A","83600","-1.3","1100","84900","83600","4280"
"263860",,"10070","N/A","10000","-0.7","70","10180","10000","10104"
"019010",,"2205","N/A","2180","-0.46","10","2205","2160","54458"
"317330",,"47000","N/A","45150","-4.24","2000","47450","44250","349727"
"063170",,"7240","N/A","7100","-2.07","150","7360","7100","65979"
"090350",,"8960","N/A","9010","0.11","10","9100","8960","31435"
"065350",,"48250","N/A","46800","-2.09","1000","48300","46500","164208"
"318660",,"5800","N/A","5330","-11.02","660","6600","5150","2717"
"019490",,"4080","N/A","4140","3.63","145","4240","3930","1079238"
"261200",,"7500","N/A","7600","-0.13","10","7610","7500","15605"
"024800",,"1990","N/A","2005","0.35","7","2005","1987","2659"
"114840",,"23800","N/A","23300","-1.89","450","23950","22900","151596"
"446540",,"4970","N/A","4885","-3.46","175","5110","4830","1154492"
"054210",,"6040","N/A","6020","-0.82","50","6050","5950","40456"
"900250",,"1031","N/A","1002","-2.81","29","1053","997","1356573"
"090355",,"13910","N/A","13830","-0.65","90","13910","13830","156"
"204210",,"2690","N/A","2635","-1.5","40","2690","2625","35073"
"354320",,"36050","N/A","34700","-4.28","1550","36550","34450","152410"
"013700",,"1318","N/A","1323","0.38","5","1345","1308","10288"
"166090",,"31100","N/A","30950","0.98","300","32300","30950","76728"
"321820",,"18450","N/A","18190","-0.66","120","18650","18000","86321"
"306200",,"116300","N/A","114400","-1.12","1300","116700","113800","3967"
"000860",,"26300","N/A","26150","0.38","100","26300","26000","5938"
"363280",,"3545","N/A","3540","0.43","15","3590","3490","20247"
"023960",,"1950","N/A","1903","-3.16","62","1974","1862","484152"
"024810",,"899","N/A","899","0.0","0","899","899","0"
"066670",,"3345","N/A","3350","-0.3","10","3365","3305","24178"
"368970",,"3320","N/A","3370","1.05","35","3450","3320","32124"
"063160",,"29600","N/A","29950","0.34","100","30100","29350","12287"
"445680",,"19410","N/A","21850","12.98","2510","22950","19410","2500928"
"391710",,"2225","N/A","2225","0.0","0","2265","2195","68974"
"052020",,"6400","N/A","6210","-2.36","150","6430","6120","128992"
"053350",,"3760","N/A","3815","0.53","20","3840","3745","26556"
"206400",,"3990","N/A","3955","0.13","5","3990","3700","273199"
"448710",,"19180","N/A","19340","0.62","120","19610","19040","36164"
"424760",,"1098","N/A","1079","-1.46","16","1150","1079","53469"
"010660",,"3050","N/A","3060","0.66","20","3095","3020","709079"
"008350",,"1445","N/A","1409","-3.43","50","1459","1409","571613"
"229500",,"5050","N/A","4750","-4.81","240","5050","4700","4556"
"009680",,"8780","N/A","8800","0.46","40","8810","8710","23342"
"196700",,"1340","N/A","1333","-0.52","7","1342","1332","29809"
"101530",,"5910","N/A","5800","-1.69","100","5910","5800","28727"
"413630",,"2895","N/A","2880","-0.17","5","2975","2820","321095"
"047920",,"21000","N/A","21700","-9.77","2350","22500","20950","828113"
"008355",,"18400","N/A","18190","-1.14","210","18400","18030","600"
"009200",,"2145","N/A","2130","-0.47","10","2150","2100","86938"
"017250",,"1058","N/A","1055","0.48","5","1058","1050","16557"
"067990",,"4655","N/A","4720","2.61","120","4730","4655","126330"
"064480",,"7010","N/A","6830","-4.48","320","7040","6560","379169"
"000810",,"337000","N/A","336000","0.6","2000","340000","335000","63883"
"104620",,"5000","N/A","4950","-1.0","50","5010","4950","27557"
"340570",,"68800","N/A","68200","-0.58","400","69300","67300","40833"
"137940",,"414","N/A","409","-1.21","5","419","408","192885"
"129920",,"4215","N/A","4275","1.42","60","4320","4190","154125"
"090370",,"1640","N/A","1629","-0.67","11","1640","1606","6986"
"479880",,"2035","N/A","2045","0.49","10","2055","2035","36366"
"215360",,"12160","N/A","12150","-1.06","130","12260","12040","11216"
"054670",,"8220","N/A","8230","0.12","10","8300","8200","20503"
"36328K",,"4800","N/A","4840","0.83","40","4840","4700","4329"
"000815",,"271000","N/A","271000","0.56","1500","271000","269500","2251"
"003090",,"26700","N/A","27400","1.67","450","27550","26400","205016"
"109070",,"4100","N/A","4100","0.0","0","4100","4100","0"
"441270",,"6130","N/A","6110","-0.49","30","6280","6080","87688"
"006125",,"31400","N/A","31450","0.16","50","31800","31200","2437"
"382800",,"3565","N/A","3565","0.14","5","3645","3565","116884"
"137950",,"4920","N/A","4900","-0.51","25","4965","4810","9515"
"432320",,"4360","N/A","4395","0.8","35","4400","4350","61231"
"377460",,"1691","N/A","1691","0.0","0","1691","1691","0"
"082740",,"15200","N/A","14570","-3.57","540","15200","14560","431716"
"099190",,"17640","N/A","17920","2.4","420","18350","17620","123057"
"006120",,"33600","N/A","33500","-0.3","100","33700","33500","9363"
"090360",,"22500","N/A","22600","0.67","150","23100","22500","23092"
"243840",,"9020","N/A","8680","-3.77","340","9030","8590","168841"
"147760",,"3920","N/A","3730","-5.09","200","3975","3730","162047"
"126880",,"3695","N/A","3660","0.0","0","3695","3625","51058"
"072950",,"4120","N/A","4070","-0.97","40","4200","4070","9593"
"003080",,"2660","N/A","2660","0.0","0","2660","2630","9246"
"076080",,"1607","N/A","1611","0.31","5","1624","1582","26683"
"109080",,"7170","N/A","7200","-0.28","20","7330","7170","2101"
"011930",,"1617","N/A","1610","-0.49","8","1627","1609","353230"
"468760",,"2140","N/A","2140","0.0","0","2140","2130","4040"
"230980",,"229","N/A","229","0.0","0","229","229","0"
"051160",,"9550","N/A","9570","0.1","10","9670","9450","22407"
"010600",,"545","N/A","545","0.0","0","545","545","0"
"020400",,"6690","N/A","6640","1.37","90","6690","6550","2394"
"228670",,"9430","N/A","9350","-0.32","30","9600","9220","96200"
"008775",,"38750","N/A","38900","0.39","150","39900","38500","5120"
"377450",,"14930","N/A","14810","-0.07","10","15100","14640","62333"
"336060",,"1494","N/A","1476","-2.19","33","1525","1471","389388"
"154040",,"1384","N/A","1380","-0.29","4","1596","1370","934120"
"009620",,"304","N/A","296","-2.31","7","308","296","597190"
"006110",,"59400","N/A","56700","-3.41","2000","59600","56000","107887"
"457630",,"2190","N/A","2195","0.23","5","2215","2100","5773"
"008770",,"46400","N/A","45600","-0.76","350","46600","45500","86538"
"198080",,"2705","N/A","2720","0.55","15","2750","2695","68387"
"317770",,"2610","N/A","2750","5.57","145","2870","2590","580021"
"218410",,"12110","N/A","11810","-1.58","190","12150","11810","63625"
"023910",,"26150","N/A","26000","-0.57","150","26250","25900","7726"
"417180",,"3110","N/A","3070","2.33","70","3420","3065","5813049"
"348030",,"5120","N/A","5100","0.0","0","5120","4950","9051"
"207760",,"1466","N/A","1539","8.61","122","1705","1466","25875952"
"215380",,"2340","N/A","2155","-5.07","115","2345","2155","504082"
"030200",,"40800","N/A","40200","-0.25","100","41150","39900","423844"
"039020",,"3200","N/A","3350","6.18","195","3370","3200","277229"
"149950",,"11600","N/A","12140","3.76","440","12140","11570","35578"
"070300",,"4860","N/A","5040","4.24","205","5160","4715","207193"
"032860",,"3640","N/A","3640","0.0","0","3640","3640","0"
"018120",,"16960","N/A","17090","0.06","10","17150","16960","258"
"253610",,"1131","N/A","1131","14.82","146","1131","1131","1"
"355690",,"8330","N/A","8040","-0.99","80","8450","8000","26687"
"005290",,"28550","N/A","28800","1.05","300","29250","28550","234537"
"080580",,"6270","N/A","6200","-0.8","50","6430","6110","172408"
"276730",,"2665","N/A","2700","0.37","10","2785","2655","116111"
"006140",,"5480","N/A","5390","-2.53","140","5570","5390","5215"
"027040",,"278","N/A","277","0.73","2","278","273","56659"
"205100",,"1755","N/A","1839","4.07","72","2065","1755","11262868"
"381970",,"13410","N/A","13490","-0.22","30","13540","13350","41640"
"174900",,"16160","N/A","16360","0.43","70","16750","15900","267999"
"127710",,"1369","N/A","1376","-0.15","2","1377","1355","33361"
"225190",,"2715","N/A","2635","-4.01","110","2775","2570","5251501"
"111380",,"21100","N/A","21000","-1.41","300","21500","20700","16590"
"377480",,"11350","N/A","11230","0.0","0","11570","11230","22081"
"042660",,"31950","N/A","30850","-2.68","850","31950","30800","694058"
"158430",,"3890","N/A","3875","-1.27","50","3940","3855","47742"
"100250",,"3175","N/A","3160","-0.32","10","3175","3145","6571"
"039030",,"169800","N/A","178300","6.83","11400","180500","167300","208479"
"219750",,"967","N/A","967","0.0","0","967","967","0"
"338220",,"32450","N/A","31700","-2.16","700","32500","31600","189354"
"330730",,"3660","N/A","3800","2.84","105","4520","3660","12708116"
"030210",,"3010","N/A","2980","0.17","5","3010","2960","19768"
"052460",,"2350","N/A","2350","0.0","0","2390","2350","31155"
"442130",,"2250","N/A","2220","-1.11","25","2250","2210","11020"
"239340",,"1791","N/A","1789","0.0","0","1801","1786","7527"
"019440",,"13700","N/A","13880","1.39","190","13920","13700","13149"
"238490",,"4495","N/A","4425","-2.53","115","4565","4400","81529"
"357880",,"2335","N/A","2210","-5.35","125","2400","2105","112043"
"007460",,"1238","N/A","1276","4.33","53","1334","1235","17559481"
"010620",,"103000","N/A","98500","-3.81","3900","103400","98500","136946"
"027050",,"2665","N/A","2620","-1.87","50","2680","2605","187468"
"012800",,"1321","N/A","1299","-0.92","12","1333","1285","594277"
"035900",,"51100","N/A","50500","-1.37","700","51700","50300","255647"
"336040",,"5000","N/A","5000","2.04","100","5000","4600","52"
"065770",,"1053","N/A","1059","1.15","12","1059","1047","19212"
"042670",,"7550","N/A","7480","0.0","0","7640","7410","739291"
"066620",,"16740","N/A","16970","1.43","240","17010","16500","3684"
"049720",,"10050","N/A","10040","0.1","10","10070","10010","17390"
"046210",,"2910","N/A","2990","-3.55","110","3000","2860","604447"
"069330",,"1296","N/A","1276","-1.54","20","1296","1259","18183"
"048870",,"2990","N/A","2980","-0.17","5","2990","2890","701784"
"146060",,"1305","N/A","1305","0.0","0","1329","1286","65816"
"003960",,"49850","N/A","48050","-3.61","1800","49850","48050","75485"
"002630",,"459","N/A","459","0.0","0","463","452","44830"
"243870",,"7400","N/A","7630","2.28","170","8500","7220","520"
"078600",,"122600","N/A","117900","-3.99","4900","123400","116400","254809"
"036890",,"8540","N/A","8670","2.0","170","8810","8520","127167"
"420770",,"39150","N/A","39000","0.52","200","39700","38700","19635"
"112290",,"17520","N/A","18060","2.56","450","18560","17520","214917"
"034230",,"10810","N/A","10930","0.74","80","10980","10810","240891"
"382840",,"16140","N/A","16160","-0.49","80","16530","15880","585688"
"086220",,"1855","N/A","1910","6.11","110","1910","1855","3"
"009270",,"1202","N/A","1207","0.42","5","1224","1198","179418"
"183490",,"1545","N/A","1518","-2.0","31","1656","1513","1061136"
"075580",,"7390","N/A","7190","-2.44","180","7470","7100","397737"
"300080",,"17390","N/A","17330","-0.4","70","17630","17200","9967"
"095190",,"2220","N/A","2220","-0.89","20","2325","2185","92555"
"001790",,"2935","N/A","2915","-0.51","15","2940","2910","94375"
"096040",,"271","N/A","271","0.0","0","271","271","0"
"204270",,"22450","N/A","23150","4.04","900","23800","22050","1138689"
"199820",,"9800","N/A","9370","-4.97","490","9970","9300","1143808"
"306620",,"2115","N/A","2015","-2.89","60","2115","2015","164893"
"171010",,"4055","N/A","4090","0.74","30","4150","4055","33986"
"307950",,"154100","N/A","150300","-2.4","3700","154800","150000","94155"
"101160",,"19580","N/A","19600","0.15","30","19930","19580","91590"
"004800",,"48400","N/A","48750","0.0","0","49350","48300","12738"
"000440",,"26800","N/A","27050","2.08","550","28100","26200","587618"
"002620",,"8850","N/A","9000","1.69","150","9310","8850","12723"
"208640",,"267","N/A","271","1.5","4","275","267","155922"
"079940",,"13680","N/A","14320","4.75","650","14320","13620","30693"
"148250",,"5400","N/A","4535","-12.45","645","5400","4450","1628268"
"389470",,"21900","N/A","22600","3.91","850","22600","21300","1096043"
"036420",,"10160","N/A","10140","-0.39","40","10200","9990","23446"
"040910",,"5680","N/A","5600","-1.41","80","5720","5550","22258"
"354390",,"4015","N/A","4100","-4.54","195","4100","3805","1381"
"378340",,"18690","N/A","17940","-3.24","600","19030","17840","284557"
"115310",,"20250","N/A","20150","-0.74","150","20350","20000","4816"
"023590",,"18470","N/A","18420","-0.27","50","18640","18350","30829"
"001780",,"2545","N/A","2495","-1.19","30","2545","2490","263794"
"060980",,"34500","N/A","35150","0.86","300","35400","34500","11229"
"025770",,"8570","N/A","8400","-1.52","130","8570","8370","7740"
"045340",,"5040","N/A","5090","0.99","50","5100","4985","9736"
"022220",,"1052","N/A","1055","0.29","3","1058","1040","124047"
"456700",,"19600","N/A","19600","0.0","0","19600","19600","0"
"102460",,"13780","N/A","13850","-0.36","50","14080","13780","11807"
"004835",,"10000","N/A","10020","-0.2","20","10120","9920","11317"
"004830",,"6650","N/A","6640","-0.3","20","6800","6640","101372"
"044490",,"14420","N/A","14120","-2.08","300","14520","14090","28878"
"079950",,"848","N/A","820","-3.19","27","863","820","23287"
"010280",,"613","N/A","611","-0.16","1","614","604","51317"
"389020",,"33300","N/A","32750","-1.65","550","34200","32400","38199"
"376190",,"4760","N/A","4725","-1.56","75","4800","4700","7324"
"037710",,"29150","N/A","29150","0.17","50","29150","29000","1571"
"114450",,"2225","N/A","2155","-3.15","70","2255","2130","132318"
"009290",,"5790","N/A","5770","0.17","10","5800","5730","41239"
"357430",,"2240","N/A","2235","0.0","0","2245","2225","26372"
"307930",,"5350","N/A","6590","29.98","1520","6590","5100","10159744"
"418470",,"18980","N/A","18680","23.63","3570","19640","17090","9645657"
"024890",,"1188","N/A","1225","2.08","25","1225","1188","12885"
"199800",,"58300","N/A","57800","-1.87","1100","58900","57300","33848"
"288330",,"4785","N/A","5250","8.92","430","5340","4675","2483722"
"000480",,"5690","N/A","5710","0.18","10","5730","5670","9386"
"064090",,"4330","N/A","4385","0.0","0","4420","4230","67205"
"405100",,"14400","N/A","14660","2.81","400","14720","14300","38124"
"101140",,"9340","N/A","9340","0.0","0","9340","9340","0"
"290650",,"19390","N/A","19420","1.15","220","19500","19210","47668"
"130500",,"3160","N/A","3160","-0.94","30","3205","3140","27556"
"001795",,"2570","N/A","2605","0.39","10","2620","2570","5915"
"079960",,"20000","N/A","20300","1.55","310","20500","19930","33977"
"012450",,"354000","N/A","356500","1.71","6000","359500","351000","238732"
"034220",,"10400","N/A","10490","1.75","180","10610","10380","797725"
"376180",,"3060","N/A","3035","-0.82","25","3110","2950","159346"
"014620",,"14110","N/A","13620","-2.99","420","14110","13410","292936"
"058650",,"103800","N/A","102300","0.69","700","103800","101200","47"
"016800",,"43750","N/A","43650","-0.23","100","44400","42000","2338"
"241690",,"3910","N/A","3890","-1.14","45","3975","3890","84461"
"377030",,"2955","N/A","2790","-7.0","210","3100","2760","833927"
"234920",,"4370","N/A","4290","-1.83","80","4395","4195","21569"
"025750",,"721","N/A","723","0.42","3","728","721","55416"
"196300",,"13270","N/A","12830","-4.04","540","13600","12470","77804"
"023530",,"62200","N/A","63100","1.94","1200","64800","62200","135050"
"105550",,"2445","N/A","2460","0.61","15","2465","2395","108782"
"003920",,"574000","N/A","577000","0.52","3000","580000","571000","1399"
"287410",,"12870","N/A","12880","0.08","10","12900","12870","16940"
"450140",,"2320","N/A","2325","-0.43","10","2370","2320","52395"
"001740",,"5080","N/A","5050","-0.39","20","5090","4985","222229"
"075130",,"2110","N/A","2095","-0.71","15","2115","2085","83788"
"079970",,"1215","N/A","1205","-0.82","10","1235","1205","83338"
"145170",,"14250","N/A","14130","-1.19","170","14510","14010","54326"
"003925",,"400000","N/A","395000","-1.25","5000","400000","392000","177"
"058630",,"7040","N/A","7020","-0.57","40","7090","6810","129957"
"298540",,"10750","N/A","10430","-3.6","390","10750","10350","78695"
"013720",,"1204","N/A","1221","1.41","17","1249","1193","224529"
"033340",,"622","N/A","623","0.16","1","635","620","221455"
"035510",,"9850","N/A","9750","-1.52","150","9910","9750","17129"
"415380",,"8740","N/A","8630","-1.26","110","8780","8610","8992"
"222980",,"4185","N/A","4110","-1.79","75","4185","4110","14652"
"079980",,"2965","N/A","2950","-1.01","30","2990","2870","67679"
"192390",,"3905","N/A","3890","-0.51","20","3945","3840","20478"
"210980",,"8580","N/A","8480","-2.08","180","8700","8420","144963"
"263050",,"2380","N/A","2435","2.96","70","2475","2365","196964"
"043150",,"24550","N/A","23900","-1.85","450","24550","23900","8765"
"044480",,"687","N/A","661","-3.78","26","698","650","102674"
"128660",,"3475","N/A","3405","-1.87","65","3535","3400","358623"
"105560",,"89900","N/A","91300","1.56","1400","91600","89500","1080583"
"000880",,"29100","N/A","28350","-1.39","400","29100","28200","117871"
"089790",,"5080","N/A","5070","-1.17","60","5230","5010","25943"
"245620",,"415","N/A","415","0.0","0","415","415","0"
"000885",,"40900","N/A","41200","0.49","200","41450","40550","254"
"000400",,"2185","N/A","2250","3.21","70","2280","2175","539047"
"200710",,"17880","N/A","17490","1.8","310","18470","17350","339514"
"086280",,"114500","N/A","113400","-0.09","100","117200","113300","140910"
"440320",,"4700","N/A","4725","0.11","5","4735","4650","5153"
"389030",,"1575","N/A","1680","6.67","105","1687","1560","433132"
"010690",,"9360","N/A","10110","6.98","660","10210","9350","2110410"
"012860",,"1835","N/A","1860","1.36","25","1877","1831","181214"
"008370",,"4850","N/A","4890","0.82","40","4940","4850","19079"
"246960",,"8990","N/A","9000","0.11","10","9110","8900","6089"
"00088K",,"15300","N/A","15240","0.0","0","15430","15200","12339"
"193250",,"475","N/A","475","0.0","0","481","453","64561"
"000890",,"444","N/A","440","0.0","0","444","438","92686"
"452300",,"2970","N/A","2935","0.17","5","3265","2925","920200"
"020000",,"16790","N/A","16460","-1.97","330","16910","15850","52506"
"048830",,"1185","N/A","1183","-0.17","2","1185","1171","5847"
"198940",,"1064","N/A","1026","-3.39","36","1064","1026","231073"
"418420",,"3920","N/A","3820","-0.65","25","3930","3800","71081"
"024880",,"4350","N/A","4330","-0.92","40","4395","4280","50351"
"101170",,"5430","N/A","5430","0.0","0","5550","5400","48475"
"000430",,"4045","N/A","4015","-0.86","35","4095","4010","53205"
"044450",,"9350","N/A","9210","-0.75","70","9350","9190","36116"
"024840",,"3210","N/A","3000","-1.8","55","3245","3000","4247171"
"067570",,"2620","N/A","2610","-0.19","5","2630","2570","123152"
"104200",,"3620","N/A","3685","1.8","65","3810","3620","123999"
"033310",,"2150","N/A","2160","-0.23","5","2180","2115","15593"
"010240",,"5000","N/A","4980","-0.4","20","5030","4950","16487"
"058610",,"24200","N/A","23350","-2.3","550","24850","23350","236069"
"007070",,"21300","N/A","21500","2.38","500","21550","21000","117906"
"151860",,"5630","N/A","5550","-1.77","100","5730","5540","72258"
"001770",,"17050","N/A","17210","0.94","160","17210","17050","549"
"134060",,"4230","N/A","4205","-0.59","25","4235","4205","3851"
"303530",,"7750","N/A","7770","-0.64","50","7830","7710","8081"
"024850",,"2685","N/A","2775","-4.31","125","2900","2655","954018"
"002600",,"176900","N/A","178800","1.25","2200","178900","176900","18"
"432720",,"11750","N/A","11650","-1.6","190","12200","11550","141557"
"001755",,"16990","N/A","16690","-0.24","40","16990","16160","6842"
"45014K",,"4245","N/A","4180","0.0","0","4245","4180","183"
"267850",,"17150","N/A","17090","-0.35","60","17540","16990","28154"
"001750",,"12490","N/A","12700","1.68","210","12760","12490","47581"
"339950",,"1801","N/A","1803","-0.83","15","1825","1789","57952"
"238090",,"4340","N/A","4360","-0.46","20","4425","4300","18813"
"011560",,"9460","N/A","9540","0.95","90","9570","9450","14712"
"278990",,"6000","N/A","6200","0.0","0","6200","5640","222"
"033320",,"3175","N/A","3170","-0.16","5","3205","3140","51847"
"036830",,"58000","N/A","57300","-1.21","700","58700","55500","95236"
"009240",,"51300","N/A","51700","0.39","200","52200","51300","22037"
"263020",,"3535","N/A","3470","-1.84","65","3560","3360","175477"
"045300",,"2805","N/A","2800","0.18","5","2825","2760","5573"
"069730",,"3695","N/A","3665","-1.74","65","3730","3665","8846"
"340930",,"2735","N/A","2635","-3.66","100","2750","2630","125135"
"004415",,"1322","N/A","1315","0.31","4","1322","1315","169"
"352910",,"6540","N/A","6540","0.0","0","6590","6420","15757"
"131760",,"766","N/A","775","1.17","9","775","755","79789"
"323230",,"161","N/A","161","0.0","0","161","161","0"
"048470",,"3755","N/A","3770","1.21","45","3820","3755","47533"
"005745",,"9020","N/A","9020","0.0","0","9020","9020","7"
"308080",,"3465","N/A","3570","2.88","100","3810","3400","151975"
"036010",,"5570","N/A","5650","1.44","80","5710","5570","19995"
"016880",,"1024","N/A","1009","7.8","73","1116","951","10786965"
"419700",,"245","N/A","242","-1.22","3","257","209","95165"
"041830",,"24100","N/A","23900","-0.83","200","24500","23800","14265"
"281740",,"17480","N/A","16400","-5.48","950","17490","16400","359255"
"002240",,"19370","N/A","19220","-0.47","90","19380","18950","20913"
"005750",,"3510","N/A","3520","0.0","0","3565","3490","10911"
"271940",,"20700","N/A","20700","0.0","0","21000","20700","11374"
"060590",,"7660","N/A","7830","1.69","130","8000","7640","85499"
"210540",,"12500","N/A","12620","0.24","30","12690","12500","10510"
"175330",,"15730","N/A","16250","4.5","700","16500","15660","939876"
"001390",,"4235","N/A","4200","-0.83","35","4285","4185","111968"
"003570",,"24750","N/A","24750","1.02","250","25100","24150","91815"
"300120",,"4300","N/A","4405","2.44","105","4470","4295","62403"
"446070",,"4610","N/A","4555","-1.3","60","4610","4505","9490"
"402490",,"19820","N/A","19000","-5.47","1100","20100","18790","477083"
"197140",,"2720","N/A","2730","0.18","5","2740","2690","8553"
"094360",,"14480","N/A","14430","0.7","100","14850","14280","130836"
"097870",,"6480","N/A","6480","-0.46","30","6540","6430","3263"
"003555",,"59600","N/A","59600","0.0","0","59900","59500","1678"
"471050",,"2120","N/A","2125","0.24","5","2145","2120","2668"
"038680",,"3815","N/A","3795","-0.52","20","3855","3785","17501"
"013360",,"1320","N/A","1300","-0.69","9","1320","1300","73642"
"037350",,"5330","N/A","5220","-2.97","160","5330","5170","45587"
"051630",,"2840","N/A","2780","-1.07","30","2845","2750","6410"
"052960",,"3900","N/A","3900","0.0","0","3900","3900","57"
"012030",,"1475","N/A","1509","1.62","24","1597","1475","1492333"
"217190",,"8250","N/A","7790","-2.62","210","8250","7750","46763"
"087600",,"7390","N/A","7370","0.14","10","7490","7290","2386"
"059120",,"8240","N/A","8340","1.21","100","8510","8240","26916"
"137080",,"3770","N/A","3795","0.0","0","3820","3760","7467"
"000050",,"6130","N/A","6360","3.75","230","6370","6110","6089"
"003560",,"10760","N/A","10760","0.0","0","10760","10760","0"
"002230",,"3770","N/A","3770","0.27","10","3790","3750","10787"
"004410",,"163","N/A","162","-0.61","1","164","162","434846"
"269620",,"889","N/A","889","0.0","0","889","889","0"
"056090",,"1317","N/A","1336","1.44","19","1340","1313","196706"
"005740",,"6030","N/A","6040","0.17","10","6070","5980","14411"
"092190",,"4000","N/A","4110","2.75","110","4140","4000","49963"
"001380",,"2960","N/A","2940","-1.18","35","2980","2925","241341"
"004890",,"41400","N/A","41050","-0.85","350","41400","40950","617"
"448280",,"22300","N/A","21700","-3.77","850","22700","21650","18640"
"053800",,"52200","N/A","51800","-0.96","500","52500","51800","18745"
"255440",,"7970","N/A","7900","-0.88","70","8040","7830","33688"
"039980",,"2550","N/A","2520","0.0","0","2595","2510","989101"
"369370",,"1672","N/A","1646","-0.54","9","1672","1645","3395"
"187790",,"1025","N/A","1025","0.0","0","1025","1025","0"
"170900",,"71500","N/A","76400","7.91","5600","77800","70700","185122"
"006620",,"5740","N/A","5820","1.39","80","5910","5700","84745"
"004440",,"4210","N/A","4100","-2.26","95","4275","4100","1357"
"056080",,"5890","N/A","5870","-0.17","10","6170","5830","145130"
"023160",,"14020","N/A","13680","-1.72","240","14030","13580","156650"
"000080",,"20200","N/A","20150","0.0","0","20250","20050","93959"
"060570",,"1834","N/A","1817","-0.87","16","1873","1812","19537"
"000087",,"16290","N/A","16120","0.0","0","16290","16100","468"
"109820",,"3835","N/A","3795","-0.65","25","3945","3705","1139067"
"107640",,"48550","N/A","47200","-4.65","2300","49300","46950","190725"
"093050",,"15250","N/A","15360","-0.07","10","15400","15200","38524"
"068050",,"2185","N/A","2215","1.61","35","2240","2180","23420"
"072130",,"4670","N/A","4655","-0.32","15","4720","4415","255422"
"071280",,"18340","N/A","17580","-4.14","760","18340","17230","43999"
"036480",,"10030","N/A","10100","0.7","70","10140","10000","14050"
"035150",,"14060","N/A","13800","-2.75","390","14200","13600","77264"
"466910",,"1997","N/A","1998","0.05","1","2005","1997","21927"
"254120",,"2060","N/A","2050","-1.44","30","2085","2010","211173"
"050760",,"1649","N/A","1634","-0.85","14","1658","1634","17980"
"352940",,"2270","N/A","2250","-1.75","40","2340","2220","12823"
"036000",,"2475","N/A","2810","29.79","645","2810","2435","10313107"
"037330",,"1600","N/A","1600","-0.74","12","1609","1597","23995"
"129890",,"1264","N/A","1267","0.24","3","1276","1253","127815"
"200780",,"4890","N/A","4845","0.1","5","4890","4815","2447"
"440790",,"2210","N/A","2195","0.0","0","2210","2180","8915"
"202960",,"900","N/A","895","3.23","28","949","803","95"
"116100",,"1190","N/A","1393","-0.43","6","1499","1190","48"
"084110",,"33400","N/A","34850","4.03","1350","35400","32450","79597"
"189980",,"1831","N/A","1831","-1.03","19","1848","1820","67210"
